@relation corpus_total_ngram
@attribute 'pos_sequence' string
@attribute 'xClasse' {apprenants,natifs}
@data
"NOUN DET NOUN PUNCT PROPN VERB ADP DET NOUN PUNCT ADJ AUX VERB DET NOUN PRON VERB CCONJ ADV VERB ADV NOUN ADP NOUN PUNCT ADP ADV PRON PRON VERB PUNCT PROPN AUX NOUN ADP NOUN ADP DET NOUN PRON VERB VERB DET NOUN DET NOUN PUNCT DET NOUN ADJ PUNCT ADP DET NOUN NOUN NOUN ADP NOUN ADP NOUN PRON ADV VERB SCONJ NOUN VERB NOUN DET NOUN PUNCT DET NOUN AUX VERB VERB DET NOUN ADP ADJ ADP DET NOUN PUNCT INTJ PUNCT ADJ ADJ ADP DET NOUN ADV ADP DET NOUN ADJ DET NOUN ADV VERB ADV DET NOUN PUNCT ADP NUM NOUN NOUN ADP PROPN AUX VERB DET NOUN DET NOUN PUNCT PRON AUX DET ADJ NOUN ADJ ADP DET NOUN CCONJ VERB ADJ ADV ADP NUM NOUN DET NOUN PUNCT DET NOUN ADV ADJ ADP NOUN ADJ AUX ADJ ADP PRON AUX VERB DET NOUN PUNCT VERB ADJ CCONJ NOUN DET NOUN ADV DET NOUN PUNCT DET ADJ NOUN ADJ VERB PRON PRON AUX PUNCT PRON VERB PUNCT DET NOUN ADP DET NOUN PUNCT ADP ADV PUNCT ADP DET NOUN ADP DET NOUN ADP NOUN NOUN ADJ PUNCT DET NOUN ADP DET NOUN ADP ADP PROPN VERB ADP DET NOUN ADP VERB VERB ADP NOUN NOUN PUNCT PRON ADJ PUNCT DET NOUN DET NOUN VERB ADP NOUN ADP NOUN PRON VERB NOUN ADJ ADJ CCONJ DET NOUN NOUN ADP DET NOUN ADP DET NOUN PUNCT VERB NOUN ADP NOUN PUNCT NOUN ADP PROPN PRON AUX VERB CCONJ NOUN PUNCT PRON PRON PRON AUX VERB DET NOUN ADV ADV ADJ CCONJ ADP ADV ADP ADV DET NOUN AUX VERB PUNCT ADV PUNCT NOUN NOUN ADP DET NOUN PRON VERB ADV PUNCT DET NOUN AUX ADP ADV ADP ADV ADP NOUN PUNCT PRON PRON VERB DET NOUN ADJ PUNCT VERB ADV SCONJ PRON ADV PRON VERB ADV ADV DET NOUN ADP NOUN PUNCT CCONJ ADV DET ADJ NOUN ADP NOUN ADP DET NOUN ADP VERB DET NOUN ADJ PRON VERB ADP ADV ADP NOUN CCONJ ADP DET NOUN ADJ ADJ PUNCT ADP NOUN VERB ADP DET NOUN ADJ ADP DET NOUN PUNCT PRON PRON NOUN ADV VERB PUNCT DET ADJ NOUN PUNCT NOUN ADJ PUNCT DET NOUN PRON VERB VERB DET NOUN ADJ PUNCT",natifs
"ADP ADV NUM ADJ PUNCT PRON VERB SCONJ DET NOUN ADP NOUN VERB ADP NOUN ADP NOUN AUX DET ADJ NOUN PUNCT ADJ AUX ADV NOUN ADP VERB DET ADJ NOUN CCONJ DET ADJ NOUN PUNCT CCONJ ADV ADV ADP VERB DET ADV ADP PRON NOUN ADV PUNCT ADP NOUN PUNCT PRON VERB NOUN ADP DET NOUN PRON VERB ADP PRON VERB NOUN ADP DET NOUN PUNCT CCONJ ADV ADP DET NOUN PUNCT DET VERB ADV NOUN PRON AUX VERB DET NOUN PRON PRON PRON VERB ADV ADV ADJ ADV VERB PUNCT SCONJ DET NOUN ADV VERB ADJ PUNCT PUNCT ADP ADV ADP NOUN NOUN VERB ADJ ADP ADP ADP NOUN VERB PUNCT PRON VERB VERB DET NOUN ADJ ADP NOUN ADJ PUNCT NOUN PUNCT ADJ ADV DET NOUN CCONJ ADV VERB ADP DET NOUN PRON PRON AUX VERB PUNCT PUNCT ADP ADV PUNCT ADP DET NOUN ADP PROPN PUNCT DET NOUN ADP PRON ADP ADP NOUN VERB ADV AUX DET ADV ADP DET NOUN PUNCT ADP NOUN ADP DET NOUN VERB PUNCT PUNCT PRON VERB ADV SCONJ VERB PRON ADP ADP NOUN VERB ADP DET NOUN ADP NOUN VERB AUX VERB PUNCT PRON ADJ VERB PUNCT PRON VERB AUX VERB PUNCT VERB CCONJ ADV VERB PUNCT NOUN ADP NOUN ADJ PUNCT ADV ADV AUX ADP DET NOUN NOUN CCONJ ADV ADP VERB DET NOUN PUNCT",natifs
"VERB VERB ADP NOUN VERB PUNCT ADP CCONJ ADP PUNCT VERB VERB ADP NOUN VERB AUX DET ADJ NOUN PUNCT ADV ADV ADV PUNCT PRON VERB ADV VERB DET NOUN ADJ ADJ ADP AUX ADP ADJ NOUN CCONJ ADV VERB DET ADJ NOUN PUNCT VERB ADP VERB ADJ PUNCT ADP NOUN ADP DET NOUN PUNCT VERB VERB DET NOUN ADP NOUN VERB AUX ADV DET NOUN ADP VERB VERB ADP NOUN CCONJ VERB DET ADJ NOUN PUNCT NOUN ADP DET NOUN PUNCT ADJ AUX ADV DET NOUN ADV ADP NOUN NOUN PUNCT DET NOUN ADV VERB ADV PUNCT ADP VERB DET ADJ NOUN CCONJ ADP VERB NOUN ADP NOUN ADP VERB DET NOUN ADP NOUN ADJ PUNCT PRON VERB VERB ADV ADP VERB DET ADJ NOUN PUNCT PRON VERB PUNCT VERB NOUN ADP NOUN CCONJ ADV NOUN ADV VERB NOUN ADP DET NOUN CCONJ AUX VERB VERB NOUN ADP DET ADJ NOUN CCONJ NOUN ADP NOUN PUNCT ADP VERB PUNCT VERB ADP NOUN VERB ADV DET ADJ NOUN PRON PRON AUX VERB PUNCT PRON VERB ADP PRON VERB CCONJ PRON VERB PRON VERB DET ADJ NOUN ADP DET NOUN ADJ PUNCT",natifs
"VERB VERB ADP NOUN VERB PUNCT ADP CCONJ ADP PUNCT DET ADJ NOUN AUX VERB ADP VERB VERB ADP NOUN ADJ PUNCT ADV AUX PRON SCONJ PRON AUX ADV VERB PUNCT VERB DET NOUN PUNCT ADV ADV ADV PUNCT DET ADJ NOUN ADV SCONJ DET NOUN ADJ DET NOUN ADP NOUN ADJ PUNCT PRON VERB ADV DET NOUN ADP NOUN CCONJ DET NOUN PUNCT PRON AUX DET VERB ADV SCONJ NOUN PRON VERB VERB DET NOUN ADP NOUN CCONJ DET NOUN PUNCT ADV PUNCT DET NOUN PROPN NOUN AUX PRON ADP DET NOUN PUNCT PRON NOUN VERB ADV ADV ADP VERB DET NOUN PROPN PROPN ADP NOUN ADP DET NOUN PUNCT ADP PRON NOUN PUNCT PRON VERB VERB ADP DET NOUN PUNCT VERB PRON PUNCT ADV PUNCT PRON PRON VERB DET NOUN ADJ PUNCT PRON VERB ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN ADJ PUNCT ADJ DET NOUN PRON VERB ADP DET NOUN ADJ PUNCT PRON VERB DET NOUN PUNCT ADV PUNCT DET NOUN ADP DET NOUN ADP NOUN VERB ADV ADJ PUNCT VERB NOUN ADP ADV PRON VERB ADP DET NOUN ADP NOUN PUNCT ADP DET NOUN ADP DET NOUN CCONJ ADP VERB ADV PRON ADP NOUN PUNCT ADV PUNCT DET NOUN ADV AUX VERB ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN CCONJ ADP DET NOUN VERB AUX VERB ADP NOUN PUNCT ADV PUNCT SCONJ PRON ADJ ADV VERB ADV ADJ PUNCT DET NOUN ADP PROPN AUX ADV ADJ CCONJ DET NOUN AUX ADV ADJ PUNCT",natifs
"PRON VERB SCONJ DET NOUN ADP NOUN VERB VERB AUX ADJ SCONJ PRON CCONJ ADP NOUN ADP NOUN CCONJ ADV ADP NOUN ADP NOUN CCONJ ADJ PUNCT CCONJ PUNCT PRON VERB SCONJ PRON AUX ADV ADP VERB ADP ADP ADP ADP VERB DET NOUN ADJ CCONJ ADV PUNCT ADP VERB ADP PUNCT PRON VERB ADV AUX VERB DET ADJ NOUN ADP DET NOUN CCONJ ADV VERB DET NOUN NOUN CCONJ ADV AUX ADV VERB ADP DET NOUN ADJ PUNCT VERB ADV ADP DET NOUN ADJ VERB VERB DET NOUN PUNCT PRON VERB VERB ADP ADP NOUN ADP PRON VERB ADP PUNCT ADP SCONJ NOUN AUX DET ADP ADP NUM NUM NUM NOUN ADV ADP NOUN PUNCT ADV PUNCT PROPN AUX VERB DET NOUN ADP ADV ADV VERB ADP CCONJ ADP DET NOUN CCONJ ADJ VERB VERB ADV ADP ADV ADV VERB DET NOUN ADJ ADP VERB PUNCT PRON VERB ADP AUX AUX ADJ PUNCT PRON PRON VERB AUX DET ADJ NOUN PUNCT PRON VERB VERB ADP VERB DET NOUN ADP DET ADJ NOUN ADV PRON VERB DET NOUN ADP VERB DET NOUN PUNCT CCONJ PRON VERB AUX ADJ ADP VERB VERB AUX VERB ADP DET NOUN ADP NOUN ADP DET NOUN DET NOUN VERB ADP DET NOUN ADV VERB PUNCT ADP NOUN PUNCT DET NOUN VERB ADP NOUN NOUN ADJ ADP DET NOUN ADJ ADP NOUN CCONJ ADV ADP NOUN NOUN ADP NOUN PUNCT ADP VERB PUNCT DET NOUN CCONJ PRON ADP ADP NOUN VERB AUX ADV VERB ADP NOUN PUNCT",natifs
"NOUN DET PROPN PUNCT ADP DET ADJ NOUN PUNCT PRON VERB ADP PRON VERB NOUN ADP DET ADJ NOUN NOUN DET NOUN ADP DET NOUN ADV VERB DET ADJ NOUN ADP PROPN ADJ ADV AUX PUNCT DET NOUN ADP PRON ADJ ADP DET NOUN NOUN PUNCT AUX DET NOUN ADJ ADJ PRON VERB DET NOUN ADJ ADJ PUNCT ADP DET NOUN ADP NOUN ADP DET NOUN ADJ PUNCT DET NOUN ADJ PROPN AUX VERB ADV AUX ADP DET NOUN CCONJ DET NOUN ADJ AUX VERB DET ADJ NOUN PUNCT ADP DET NOUN PUNCT PRON PRON AUX VERB ADV VERB ADP DET NOUN PUNCT ADV ADV ADP PRON AUX VERB DET NOUN PROPN NOUN VERB ADP DET NOUN NOUN ADP NOUN PUNCT ADP ADV ADP VERB VERB ADP DET NOUN ADP VERB PUNCT SCONJ ADP DET NOUN ADP NOUN PRON VERB VERB ADP ADP DET NOUN ADP DET NOUN CCONJ VERB DET NOUN ADP DET NOUN CCONJ ADJ PUNCT ADP ADV PUNCT PRON ADV VERB ADJ SCONJ DET NOUN AUX DET ADJ ADJ ADP DET ADJ NOUN PUNCT DET ADJ NOUN PRON VERB ADJ DET NOUN CCONJ DET NOUN ADP DET NOUN CCONJ ADP DET NOUN PUNCT PRON AUX DET NOUN ADJ CCONJ ADJ ADV DET NOUN ADP ADJ NOUN ADJ PUNCT NOUN ADP DET NOUN PUNCT PRON AUX ADJ ADV VERB DET NOUN ADP NOUN NOUN ADJ PUNCT ADJ PUNCT ADJ CCONJ ADJ ADP DET ADJ NOUN PUNCT PRON PRON VERB ADV ADP VERB DET NOUN CCONJ ADP VERB DET ADJ NOUN ADJ PUNCT PRON PRON VERB PUNCT NOUN DET PROPN PUNCT ADP VERB DET NOUN ADJ PUNCT NOUN ADP PROPN",natifs
"VERB VERB ADP NOUN VERB PUNCT ADP CCONJ ADP PUNCT VERB VERB DET NOUN ADP NOUN VERB AUX DET NOUN ADJ PUNCT ADV VERB PUNCT VERB AUX PRON ADV DET ADJ NOUN ADP VERB ADP DET ADJ NOUN DET NOUN CCONJ VERB ADV ADP DET ADJ VERB ADP NOUN PUNCT DET NOUN VERB PUNCT PRON VERB ADV ADV DET NOUN ADJ CCONJ ADV DET NOUN PUNCT ADV ADV ADV PUNCT DET NOUN AUX VERB ADP NOUN VERB CCONJ PRON VERB ADP DET NOUN NOUN PUNCT ADP NOUN PUNCT DET NOUN ADV AUX ADP NOUN ADP DET NOUN NOUN NOUN ADP VERB CCONJ ADP VERB DET ADJ PUNCT DET NOUN ADJ PUNCT PRON AUX VERB ADV ADP DET NOUN ADJ SCONJ ADJ PUNCT PRON VERB AUX VERB NOUN ADP PRON PUNCT ADP ADV PUNCT PRON VERB ADP DET NOUN ADP DET NOUN ADJ NOUN PUNCT DET NOUN NOUN NOUN ADP PRON VERB ADP NOUN CCONJ ADP VERB NOUN PUNCT ADP NOUN PUNCT PRON PRON VERB ADJ ADP DET NOUN ADV VERB ADP NOUN ADP PRON PUNCT ADV PUNCT DET NOUN ADJ ADP NOUN ADJ PUNCT ADV ADV ADV PUNCT VERB VERB ADP NOUN VERB VERB ADV PUNCT PRON VERB VERB DET NOUN ADP VERB VERB PUNCT ADP ADV PUNCT NOUN NOUN PRON NOUN VERB NOUN AUX ADV VERB CCONJ ADV ADV ADJ ADP PROPN PUNCT",natifs
"NOUN DET NOUN PUNCT PRON PRON VERB ADP NOUN NOUN ADP NOUN NOUN ADP DET NOUN ADP NOUN ADJ VERB ADP DET NOUN ADP NOUN AUX PUNCT ADP NOUN DET NOUN VERB AUX ADV VERB ADP NOUN CCONJ DET NOUN AUX ADV VERB PUNCT DET NOUN ADJ ADJ DET NOUN ADJ PUNCT ADJ ADP DET NOUN PRON VERB ADV ADP DET NOUN ADV ADJ PUNCT DET ADJ NOUN CCONJ ADJ AUX VERB ADP DET NOUN ADP NOUN PRON PRON VERB ADP VERB DET NOUN ADV ADJ ADV DET NOUN PUNCT VERB CCONJ NOUN VERB PUNCT DET NOUN ADP NOUN X NOUN ADP ADJ CCONJ ADJ NOUN ADV ADP NOUN VERB ADV ADP VERB DET NOUN ADJ ADP DET NOUN PUNCT ADP ADV PUNCT DET NOUN ADV ADJ CCONJ PROPN ADJ NOUN NOUN PRON PRON VERB DET NOUN AUX ADV VERB ADP DET NOUN ADJ VERB ADP DET NOUN ADP DET NOUN PUNCT DET NOUN AUX ADV ADV VERB CCONJ ADV DET ADJ NOUN PUNCT DET ADJ NOUN PRON VERB ADP VERB ADP DET NOUN PRON VERB PRON VERB ADP PRON VERB NOUN ADP DET NOUN PUNCT PRON VERB ADV SCONJ ADP NOUN ADP DET NOUN ADJ ADP DET NOUN CCONJ ADV ADV ADP DET NOUN PUNCT DET NOUN AUX ADV ADV ADJ CCONJ DET NOUN ADJ CCONJ DET NOUN ADJ AUX ADV ADV ADJ SCONJ PRON PRON PRON VERB PUNCT PRON PRON NOUN ADP ADV VERB VERB DET NOUN ADP NOUN PUNCT PRON PRON VERB PUNCT NOUN PROPN VERB DET ADJ NOUN PUNCT NOUN ADJ",natifs
"VERB VERB ADP NOUN VERB PUNCT ADP CCONJ ADP PUNCT ADP DET NOUN PUNCT VERB VERB ADP NOUN VERB AUX DET NOUN SCONJ ADV ADV NOUN ADV PUNCT DET NOUN PRON VERB ADP ADV ADP ADV PUNCT CCONJ ADP ADV ADP DET NOUN PUNCT NOUN ADJ DET NOUN CCONJ DET NOUN ADP DET NOUN PUNCT ADV ADV ADV PUNCT DET NOUN PUNCT VERB ADP NOUN VERB VERB ADP NOUN ADV VERB PRON VERB DET NOUN ADP NOUN ADP DET NOUN ADP NOUN ADP PRON PRON VERB ADV VERB PUNCT ADP ADV PUNCT DET NOUN ADP NOUN VERB VERB DET NOUN ADP VERB PUNCT ADV SCONJ DET NOUN ADJ PUNCT DET NOUN NOUN ADP NOUN VERB VERB DET ADJ NOUN ADP PRON PUNCT ADP DET NOUN PUNCT VERB DET ADJ NOUN ADP VERB ADP DET NOUN ADV VERB PUNCT ADV PUNCT DET NOUN ADP NOUN ADV ADP DET NOUN VERB ADP VERB ADV ADV DET ADJ NOUN CCONJ NOUN ADP DET NOUN ADP ADJ DET NOUN PUNCT CCONJ NUM NOUN NOUN VERB AUX VERB PUNCT ADV PRON PRON VERB DET NOUN ADP DET NOUN PUNCT PROPN VERB ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN VERB AUX DET ADJ NOUN ADP NOUN PUNCT ADP NOUN DET NOUN VERB ADV ADV VERB DET VERB PUNCT VERB PUNCT DET NOUN ADP NOUN PUNCT ADV PUNCT DET NOUN VERB VERB NOUN ADP PRON PUNCT ADV PRON VERB VERB PRON VERB ADV ADP DET ADJ NOUN PUNCT ADV ADP VERB VERB ADP NOUN ADP ADJ PRON PRON VERB VERB DET NOUN ADP NOUN VERB PUNCT",natifs
"NOUN DET NOUN PUNCT PRON PRON VERB ADP DET NOUN ADP DET NOUN ADP PRON VERB ADV VERB DET ADJ NOUN PUNCT DET NOUN PRON VERB DET NOUN ADJ AUX AUX DET NOUN PRON VERB ADP DET NOUN PUNCT PRON PROPN ADP PRON AUX NOUN ADP PRON VERB DET NOUN ADP VERB ADV DET ADJ NOUN ADV AUX ADP PRON VERB CCONJ ADP VERB ADV ADP DET NOUN PUNCT ADP ADV PUNCT DET NOUN ADP NOUN VERB ADV DET AUX AUX VERB NOUN NOUN ADP VERB DET NOUN ADP NOUN NOUN ADP VERB DET NOUN ADP NOUN PUNCT DET NOUN ADV VERB ADV ADV DET NOUN ADP DET NOUN CCONJ ADV ADP NOUN PUNCT PRON VERB ADP NOUN ADP DET NOUN ADJ PUNCT CCONJ SCONJ PRON VERB PRON ADP DET NOUN PUNCT DET NOUN VERB NOUN ADP DET ADV NOUN PROPN AUX PRON NOUN PUNCT DET NOUN ADJ PUNCT ADV ADV ADV VERB DET NOUN CCONJ DET NOUN ADP VERB PUNCT PRON VERB VERB ADP NOUN DET NOUN ADP VERB ADP VERB DET NOUN ADP NOUN PUNCT ADJ AUX DET NOUN ADP NOUN ADP VERB DET NOUN ADP NOUN PRON PRON VERB PUNCT DET NOUN PUNCT DET NOUN CCONJ DET NOUN PRON VERB NOUN PUNCT ADV PUNCT PROPN ADJ",natifs
"NOUN DET NOUN PUNCT PRON VERB ADV NUM NOUN SCONJ ADJ VERB DET NOUN PUNCT PROPN AUX ADV VERB DET NOUN NOUN PRON DET NOUN VERB DET NOUN ADP DET NOUN CCONJ ADP NOUN PUNCT PROPN AUX VERB ADV SCONJ DET NOUN AUX VERB ADP DET NOUN ADJ PUNCT AUX PRON VERB ADP ADJ NOUN ADP DET NOUN ADJ PUNCT DET NOUN DET NOUN AUX VERB DET NOUN ADP NOUN ADP DET NOUN PUNCT NOUN ADP NOUN DET NOUN ADJ AUX ADP ADV ADJ PUNCT DET ADJ NOUN ADV PUNCT DET NOUN ADP DET NOUN PRON VERB ADV NOUN PUNCT CCONJ ADP VERB SCONJ DET NOUN ADJ PUNCT ADV ADV VERB ADV ADV ADP NOUN NOUN PUNCT DET NOUN ADV ADP DET NOUN ADP VERB DET NOUN PUNCT DET NOUN PUNCT NOUN AUX ADV DET ADJ NOUN ADP NOUN NOUN PRON PRON PRON VERB PUNCT PRON VERB DET VERB PRON PUNCT NOUN DET NOUN PROPN NOUN PRON AUX ADJ PUNCT ADP ADJ DET NOUN PUNCT VERB ADP DET NOUN ADJ NOUN ADJ ADP ADJ DET NOUN CCONJ ADJ AUX DET NOUN NOUN PUNCT NOUN DET NOUN PROPN NOUN NOUN AUX ADV ADP ADJ DET NOUN CCONJ ADJ AUX ADV PRON PRON VERB DET NOUN ADP ADJ DET ADJ PUNCT ADP DET NOUN ADP NOUN ADP DET NOUN PRON AUX VERB NOUN NOUN ADP DET NOUN PUNCT ADP NOUN VERB PRON VERB DET NOUN ADP PRON VERB NOUN ADP DET ADJ NOUN CCONJ ADV ADJ NOUN ADV ADV ADV PUNCT VERB ADP DET NOUN PUNCT CCONJ NOUN ADJ ADJ AUX ADV ADJ ADV PUNCT VERB ADP DET NOUN PUNCT PRON PUNCT DET NOUN ADP DET NOUN PRON AUX DET ADJ ADP VERB DET ADJ NOUN ADP DET NOUN PUNCT PROPN AUX ADV PRON ADP DET NOUN PUNCT ADV PUNCT PROPN ADJ",natifs
"DET NOUN ADP NOUN VERB AUX PUNCT ADP DET NOUN PUNCT ADV ADJ ADP ADJ DET NOUN PUNCT ADV DET NOUN PUNCT ADP NOUN VERB ADV VERB VERB DET NOUN ADP DET ADJ NOUN CCONJ PRON VERB ADV NOUN ADP NOUN PUNCT DET NOUN ADP ADJ ADJ CCONJ NOUN PUNCT ADV PUNCT VERB ADP DET NOUN ADP DET NOUN ADV ADP DET PROPN AUX DET ADJ ADJ ADV VERB DET NOUN PUNCT DET NOUN ADP NOUN ADJ VERB DET NOUN ADV DET NOUN PUNCT ADP NOUN PUNCT PROPN VERB DET NOUN PRON AUX VERB VERB DET NOUN ADP PROPN PUNCT DET NOUN ADP NOUN PROPN X AUX VERB CCONJ PRON AUX VERB NOUN NOUN ADP VERB ADP PRON VERB DET NOUN ADP NOUN ADP DET ADJ NOUN SCONJ DET NOUN PUNCT PRON AUX VERB PRON VERB DET NOUN VERB ADP NUM NOUN ADP NOUN CCONJ PRON VERB VERB ADP VERB ADV SCONJ PRON PRON VERB CCONJ ADJ AUX ADP DET NOUN PRON PRON AUX DET ADV NOUN ADP VERB PUNCT NOUN DET NOUN PROPN ADP NOUN PUNCT CCONJ ADV ADP NOUN SCONJ NOUN PRON VERB VERB DET NOUN ADP ADV ADP NOUN PUNCT ADP DET NOUN ADP VERB DET DET NOUN ADP NOUN VERB ADV ADV DET NOUN ADP DET NOUN PUNCT ADJ AUX ADV DET ADJ NOUN ADP VERB DET NOUN PRON ADP VERB ADP DET NOUN PUNCT",natifs
"NOUN DET NOUN PUNCT PRON PRON VERB ADP PRON ADJ DET NOUN ADP PRON VERB NOUN ADP DET NOUN NOUN ADP NOUN NOUN PRON AUX AUX VERB PUNCT NOUN AUX ADV ADV ADV VERB PRON ADP VERB DET ADJ NOUN ADP DET NOUN ADP NOUN AUX CCONJ ADP PRON VERB DET NOUN ADP PUNCT ADJ NOUN PUNCT PRON VERB VERB ADV NOUN PUNCT ADV ADV ADV PUNCT PRON VERB NUM NOUN SCONJ DET NOUN VERB CCONJ PRON VERB ADV PRON VERB ADP DET NOUN NOUN ADP DET NOUN PUNCT DET NOUN AUX ADV VERB ADP PRON ADP VERB DET ADJ NOUN ADP NOUN PROPN NOUN ADP DET NOUN NOUN ADP DET NOUN PUNCT ADV PUNCT PROPN AUX VERB DET NOUN PRON NOUN AUX VERB VERB DET NOUN ADP DET NOUN ADP VERB ADP NOUN PUNCT DET NOUN PRON VERB ADP NOUN ADV ADP NOUN PUNCT DET NOUN ADP DET NOUN AUX ADV VERB ADP DET NOUN CCONJ PRON VERB DET NOUN PROPN NOUN VERB ADP NOUN ADP DET NOUN NOUN ADJ PUNCT DET NOUN NOUN VERB DET NOUN ADJ ADP DET NOUN PRON PRON VERB ADP NOUN PUNCT VERB PRON ADP NOUN PROPN NOUN PROPN ADP NOUN NOUN ADJ PRON AUX AUX VERB ADP DET NOUN ADP NOUN CCONJ PRON VERB ADP VERB DET NOUN PUNCT PRON AUX ADJ ADP PRON PUNCT ADP PRON VERB ADV PUNCT PRON VERB VERB ADP DET NOUN PRON PRON VERB NOUN PUNCT ADP ADV PUNCT ADP DET NOUN DET ADJ NOUN AUX VERB ADP DET NOUN PUNCT PRON VERB DET NOUN VERB DET NOUN PRON NOUN PRON VERB DET NOUN ADJ ADP NUM NOUN ADP VERB PUNCT PRON PRON VERB ADV ADV VERB DET NOUN ADP NOUN PUNCT CCONJ ADP VERB DET NOUN CCONJ PRON VERB DET NOUN ADJ PUNCT PRON VERB VERB ADP PROPN PRON VERB ADP NOUN NOUN ADP NOUN CCONJ PRON VERB ADP DET NOUN PUNCT ADP VERB PRON AUX VERB SCONJ DET NOUN AUX ADJ ADP DET NOUN PUNCT PRON PRON NOUN ADV VERB NOUN PUNCT DET NOUN NOUN NOUN PUNCT CCONJ PRON VERB ADP NOUN AUX VERB ADP NOUN PUNCT ADP PROPN",natifs
"PRON PRON VERB ADP PRON VERB DET NOUN ADV ADP PRON VERB NOUN ADP DET NOUN VERB NOUN NOUN ADP NOUN ADP NOUN ADV AUX PUNCT ADP NOUN PUNCT PRON VERB PRON ADJ SCONJ NOUN PRON VERB DET NOUN NOUN PRON VERB PUNCT ADV DET NOUN ADP VERB NOUN AUX PUNCT CCONJ ADV ADJ NOUN ADP VERB PRON VERB CCONJ VERB DET NOUN PUNCT ADP NOUN NOUN PRON AUX VERB ADP VERB DET NOUN ADJ PUNCT ADP VERB DET NOUN PRON VERB ADV DET NOUN CCONJ DET NOUN ADP DET NOUN PUNCT ADP ADV PUNCT DET ADJ NOUN PUNCT ADV ADJ ADP DET NOUN PUNCT VERB ADP NOUN DET NOUN PUNCT SCONJ PRON VERB DET NOUN DET NOUN ADJ ADP VERB AUX ADJ PUNCT PROPN ADJ ADV SCONJ DET NOUN ADP DET NOUN PRON VERB CCONJ VERB ADV SCONJ NOUN VERB ADJ AUX ADJ PUNCT DET NOUN NOUN CCONJ ADV DET NOUN PUNCT DET NOUN VERB ADP NOUN PUNCT ADP NOUN PUNCT CCONJ ADP DET NOUN ADP VERB ADJ CCONJ ADV VERB DET NOUN PUNCT ADP ADV PUNCT ADP DET NOUN ADP NOUN ADJ AUX DET NOUN ADJ ADP PRON AUX VERB CCONJ ADP VERB DET NOUN PUNCT ADJ AUX DET NOUN ADV NOUN ADP ADV ADV VERB CCONJ ADP PRON PUNCT DET ADJ NOUN VERB AUX DET NOUN PROPN DET ADJ CCONJ ADJ NOUN PUNCT ADP SCONJ DET NOUN DET NOUN NOUN ADJ NOUN ADP DET NOUN PUNCT DET NOUN ADP DET NOUN AUX ADJ CCONJ DET NOUN ADJ CCONJ ADV ADJ AUX ADJ PUNCT ADV VERB SCONJ PRON VERB DET NOUN ADP VERB DET NOUN CCONJ ADP ADJ NOUN PUNCT PRON VERB SCONJ ADJ NOUN ADP NOUN NOUN ADP PRON PUNCT NOUN ADP NOUN ADP NOUN PRON PRON VERB ADP PRON VERB PUNCT ADV PUNCT PRON PROPN",natifs
"VERB VERB ADP NOUN VERB PUNCT ADP CCONJ ADP PUNCT VERB VERB ADP NOUN VERB AUX VERB DET NOUN PUNCT ADJ DET NOUN VERB VERB NUM NOUN CCONJ NOUN PUNCT PRON VERB PROPN AUX AUX ADV CCONJ ADV CCONJ VERB DET NOUN ADJ ADP VERB ADP DET PROPN PUNCT PRON ADV NOUN VERB ADV ADP VERB DET ADJ NOUN ADV DET NOUN ADP NOUN VERB ADP DET NOUN PUNCT SCONJ PROPN PRON PRON VERB ADV ADJ CCONJ ADV PUNCT ADV PRON VERB VERB ADV ADP VERB CCONJ VERB DET NOUN ADP PRON PUNCT ADV ADP ADV PUNCT VERB ADP NOUN VERB NOUN AUX ADV SCONJ ADV SCONJ PRON PUNCT ADV ADV ADV PUNCT VERB ADP NOUN VERB PUNCT ADP ADJ ADP DET NOUN ADP PROPN PUNCT ADJ AUX ADV VERB DET NOUN ADP DET ADJ NOUN ADV PRON ADJ PUNCT PROPN AUX VERB ADV ADV PROPN ADP NOUN SCONJ ADV PROPN ADJ VERB PRON PRON VERB PUNCT SCONJ PRON PRON AUX VERB ADP NOUN ADP VERB DET ADJ NOUN ADP ADJ ADJ NOUN PROPN ADP ADV PROPN ADP VERB DET NOUN CCONJ ADJ ADV DET ADJ NOUN VERB AUX ADJ ADP DET ADJ NOUN PUNCT ADP ADV PUNCT PRON VERB ADV ADV PRON VERB PRON SCONJ DET NOUN NOUN NOUN ADJ VERB VERB ADV PUNCT PRON VERB AUX SCONJ NOUN ADV NOUN PRON PRON VERB VERB CCONJ ADV ADJ ADP DET NOUN ADJ ADV ADP DET PUNCT PRON VERB ADV ADP DET NOUN PUNCT NOUN ADP NOUN PUNCT VERB DET ADJ NOUN ADP DET NOUN ADJ PUNCT PRON VERB PUNCT VERB NOUN AUX ADV NOUN PUNCT ADV VERB PRON VERB DET NOUN PUNCT ADP ADV PUNCT PRON VERB PROPN PRON PROPN VERB ADV VERB ADP NOUN VERB PUNCT CCONJ ADV SCONJ ADP VERB PUNCT PRON PRON PROPN VERB ADV VERB ADP NOUN PUNCT",natifs
